56.25 + 1.08
22.16 * 21.31
83.72 / 3.97
31.79 * 67.37
52.29 * 13.51
80.9 / 16.3
93.65 + 82.24
38.45 - 88.12
51.44 / 67.52
88.57 + 67.75
85.31 / 52.34
49.88 * 56.58
41.42 * 15.39
29.64 * 86.49
69.02 * 3.73
58.08 / 69.14
8.05 / 53.99
75.11 / 59.37
65.04 / 17.09
18.88 - 82.34
18.59 + 17.31
74.82 * 2.07
95.98 - 66.2
63.44 * 40.76
31.32 + 53.22
41.69 * 51.21
9.5 + 49.34
99.3 / 90.71
24.47 / 56.27
44.01 + 69.63
26.89 + 6.63
6.82 - 60.09
62.32 + 45.82
85.39 / 43.23
99.95 / 59.23
21.09 * 83.7
92.72 * 50.37
64.66 - 60.38
76.37 * 21.75
51.11 - 38.01
40.82 * 8.8
68.17 * 35.68
89.93 - 41.55
56.49 / 66.2
5.32 + 57.96
52.54 - 80.06
18.83 * 83.03
14.09 / 98.14
31.62 * 3.5
24.0 - 80.06
21.18 + 28.05
45.95 * 14.22
98.89 * 59.88
4.11 / 48.37
17.94 - 68.96
69.46 / 43.92
95.43 * 40.15
82.23 + 71.52
44.02 + 58.72
97.77 * 87.82
8.33 / 68.25
74.37 / 38.72
64.25 / 22.98
46.58 + 53.37
96.67 - 85.56
53.64 - 27.95
28.79 + 95.78
53.84 / 56.45
1.5 * 5.42
76.2 - 98.63
86.18 + 27.2
4.3 / 38.94
16.64 + 88.41
0.06 - 6.77
86.16 / 5.07
7.01 + 56.8
42.29 / 0.28
92.64 / 49.18
53.69 + 13.4
86.05 * 5.55
53.36 * 95.94
71.74 + 5.64
34.39 + 78.5
58.95 * 9.56
11.26 * 38.34
8.88 / 49.26
54.59 / 86.46
96.6 * 53.42
43.08 / 74.22
59.44 - 63.11
43.49 + 81.07
96.96 + 17.59
33.46 + 75.29
50.77 / 26.11
59.92 - 0.94
94.54 / 99.64
79.43 * 64.9
24.92 + 29.07
19.06 + 37.82
98.99 * 45.62
61.13 / 7.69
85.89 + 73.84
65.62 / 75.73
68.39 * 18.5
13.29 - 92.08
52.47 / 37.13
96.27 + 60.44
67.77 + 30.87
88.87 - 51.31
77.33 * 79.44
33.51 * 7.63
83.28 * 78.49
41.71 - 34.3
39.59 + 35.78
67.56 + 18.58
36.6 / 50.57
37.5 + 12.07
86.29 + 49.66
29.11 + 64.55
81.73 + 81.68
98.69 + 67.45
13.03 + 31.35
51.94 / 71.34
4.39 / 4.29
39.56 + 2.0
22.75 / 39.26
95.84 - 73.27
28.54 / 93.51
85.8 * 82.54
20.43 * 4.52
97.55 - 70.45
51.79 - 43.91
38.96 - 81.46
36.49 / 66.93
56.57 - 67.68
28.09 - 52.41
26.94 * 36.61
88.26 + 57.66
31.45 + 82.93
69.46 - 5.95
19.14 / 75.93
21.23 / 24.98
84.5 / 1.42
62.33 - 47.87
0.23 + 17.31
92.06 + 96.3
27.92 + 45.35
52.52 * 2.27
50.21 * 51.07
86.64 / 16.23
11.83 + 21.9
7.68 * 29.04
46.63 + 41.14
88.41 - 60.83
43.0 / 53.44
15.72 - 41.77
72.31 / 22.44
95.58 - 83.15
93.08 - 37.34
9.94 - 72.16
93.7 - 72.38
98.17 * 98.98
54.09 + 90.17
75.12 * 84.36
66.11 + 95.91
94.4 * 55.83
10.36 + 50.18
97.47 / 20.35
11.58 / 32.35
50.16 * 20.86
79.89 / 67.6
65.96 + 55.14
99.24 + 21.45
27.33 / 18.47
42.27 - 63.85
30.79 / 20.07
82.36 * 10.97
95.51 + 84.57
63.8 * 14.24
56.09 * 44.22
66.93 + 87.46
35.04 * 19.27
92.02 - 77.29
40.48 + 56.19
10.45 + 40.03
61.26 - 62.55
36.72 / 75.35
17.47 * 53.42
66.5 - 66.94
21.52 * 47.04
43.64 + 9.26
12.93 * 66.15
41.43 + 5.0
80.08 * 95.66
44.51 / 0.36
24.11 * 56.38
7.48 - 49.78
81.82 * 56.66
37.42 - 63.34
84.37 / 37.24
55.99 / 85.95
30.66 * 54.42
63.35 + 21.8
87.38 / 90.75
8.7 / 37.53
38.65 / 87.64
46.83 + 81.21
82.26 + 83.53
15.6 / 43.95
94.54 + 84.37
86.9 - 50.44
68.57 / 92.03
43.6 / 23.35
97.87 * 20.08
97.98 * 13.4
28.1 - 79.37
87.62 - 13.01
29.77 / 20.24
20.1 * 51.67
36.04 * 69.9
39.06 - 1.99
65.48 / 99.86
56.06 / 63.87
63.24 - 72.3
94.38 * 40.23
77.6 / 48.15
86.14 + 92.96
54.68 + 92.64
28.76 / 44.17
39.1 / 30.51
24.78 * 81.49
81.35 - 70.39
8.47 / 6.62
9.94 / 5.06
38.51 - 98.12
65.95 - 35.54
23.5 - 66.48
99.85 + 56.3
27.97 + 63.13
5.53 - 79.3
78.39 * 9.01
76.93 / 82.62
3.08 / 14.3
20.99 + 34.96
32.74 / 62.71
53.09 + 86.69
92.46 / 27.46
35.3 - 69.24
42.23 * 43.54
7.79 + 36.43
90.68 - 23.98
62.92 + 99.11
93.05 / 13.16
12.36 * 40.14
25.69 - 72.07
53.45 * 79.12
73.42 * 24.21
90.82 / 75.72
51.89 + 99.98
36.82 * 24.58
6.69 + 12.17
76.95 + 80.11
26.51 / 64.01
61.3 * 74.89
32.26 / 70.97
60.67 - 55.93
29.11 + 6.22
19.08 + 93.22
92.25 * 46.33
75.77 * 3.39
82.57 + 76.11
52.24 / 50.19
54.69 / 59.56
0.8 / 25.18
1.05 + 70.39
79.22 / 25.92
23.1 - 39.8
86.87 - 43.4
53.92 + 73.59
42.91 * 54.57
94.76 * 68.28
84.46 - 46.7
52.12 * 23.98
12.94 / 21.1
90.25 - 90.0
65.55 / 56.9
2.63 * 16.91
80.33 + 87.01
56.05 / 72.77
92.81 / 9.09
75.78 + 74.78
16.72 * 46.76
51.34 / 40.27
20.59 - 14.79
52.14 / 39.44
29.94 / 18.1
30.23 + 50.69
37.86 * 93.38
16.53 + 58.9
35.37 - 97.0
1.11 - 44.05
62.47 / 17.36
91.77 + 75.95
95.46 * 6.53
80.08 - 17.2
10.95 / 4.63
96.47 / 75.16
14.69 - 20.3
60.11 * 78.53
56.91 - 28.99
86.32 + 21.16
49.98 * 88.09
83.73 + 15.02
70.18 - 65.15
8.05 / 13.37
1.43 - 64.95
58.31 - 83.84
93.7 / 92.9
74.19 - 6.39
76.15 - 84.14
34.02 / 66.6
3.74 - 23.17
32.37 / 52.21
90.42 - 73.19
29.88 + 33.34
95.31 - 14.27
6.74 + 18.11
1.61 - 23.48
58.78 - 11.7
30.69 - 42.85
85.04 - 71.73
16.07 + 59.12
30.24 - 88.89
12.63 + 38.33
77.84 * 22.89
14.37 * 53.69
19.85 * 84.86
17.56 * 55.93
86.35 * 11.27
42.47 - 91.52
85.74 / 86.93
22.23 * 28.58
79.58 * 97.43
77.55 * 92.37
40.63 + 45.71
49.78 * 29.76
24.46 * 85.57
47.79 + 19.03
44.27 / 73.25
25.48 / 70.87
52.08 - 92.11
7.37 + 92.6
88.54 - 80.63
49.06 / 54.29
97.23 / 2.8
98.71 / 74.23
74.33 / 95.89
18.38 / 48.87
9.24 + 96.5
93.4 - 13.97
66.39 + 62.7
61.03 + 59.71
22.47 - 51.77
79.59 + 70.23
68.84 / 61.18
43.24 / 75.99
65.82 / 92.82
52.95 * 50.11
75.02 - 18.39
50.87 * 58.83
25.67 * 84.53
43.35 * 24.64
66.66 * 30.73
76.02 + 93.22
43.97 + 88.65
6.42 - 94.63
15.43 / 95.61
86.23 * 69.76
65.21 - 67.35
63.39 * 98.47
37.76 - 1.33
82.12 / 88.99
74.28 + 38.78
11.27 - 25.94
18.58 / 84.49
68.45 / 17.43
6.79 - 44.22
71.68 + 21.51
24.66 + 15.24
70.58 / 8.37
25.99 + 50.58
72.99 / 75.77
65.47 * 35.3
34.64 + 20.4
46.29 / 53.75
57.22 / 36.58
90.69 * 67.41
42.38 - 65.43
61.42 * 9.77
73.97 - 37.64
14.57 + 30.13
5.0 + 60.71
3.34 / 87.27
18.12 / 18.97
91.82 * 48.68
83.71 / 7.51
28.7 + 72.84
19.84 + 27.04
42.7 / 86.5
4.08 - 37.65
54.08 + 25.81
92.57 * 11.59
73.53 * 99.06
47.7 / 70.49
44.43 - 9.33
96.11 + 21.49
70.94 * 76.2
19.54 / 45.68
24.62 + 28.9
86.07 - 50.81
51.08 - 56.15
40.14 - 60.09
34.07 / 30.65
5.24 / 98.93
67.86 - 9.78
37.23 / 70.3
14.56 + 1.16
18.39 - 26.66
59.69 + 36.37
64.24 / 97.69
67.29 * 10.37
68.12 / 22.83
37.26 - 63.93
32.44 * 72.0
44.72 / 81.8
59.16 / 33.43
23.29 / 30.29
40.94 / 0.28
37.2 - 37.06
9.32 * 15.7
36.09 / 90.4
58.55 - 40.14
99.0 * 2.33
29.63 / 43.47
63.02 - 40.68
54.49 - 6.75
71.01 - 22.62
16.91 - 25.46
82.38 + 26.03
60.24 + 14.3
46.86 / 47.62
35.55 + 6.25
